Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32364817,01/08/2016 12:39:40 AM,01/08/2016 12:40:40 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32364473,01/08/2016 12:39:40 AM,,DSNY,Commissioner - EC,Agency Issues,Cleaning,,,,,,,,,,,,N/A,Open,01/22/2016 12:43:44 AM,Your comments have been submitted to the Department of Sanitation.  Status is usually available in 14 days. Please note your service request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32360105,01/08/2016 12:39:34 AM,01/08/2016 01:56:36 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10012,73 THOMPSON STREET,THOMPSON STREET,BROOME STREET,SPRING STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 08:39:34 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 01:56:36 AM,02 MANHATTAN,MANHATTAN,983421,203216,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72445764400369,-74.0029908459382,"(40.72445764400369, -74.0029908459382)"
32365867,01/08/2016 12:38:16 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379,58-48 76 STREET,76 STREET,58 ROAD,CALDWELL AVENUE,,,ADDRESS,MIDDLE VILLAGE,,Precinct,Assigned,01/08/2016 08:38:16 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 03:09:58 AM,05 QUEENS,QUEENS,1016323,203602,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72545901461423,-73.88428604217012,"(40.72545901461423, -73.88428604217012)"
32360741,01/08/2016 12:38:04 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,1065 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 08:38:04 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 03:19:12 AM,08 BROOKLYN,BROOKLYN,995910,186632,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67893080980579,-73.95796205328756,"(40.67893080980579, -73.95796205328756)"
32359126,01/08/2016 12:37:33 AM,01/08/2016 12:48:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10011,252 WEST 14 STREET,WEST 14 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 08:37:33 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/08/2016 12:48:56 AM,02 MANHATTAN,MANHATTAN,983926,208576,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73916956208706,-74.0011691773852,"(40.73916956208706, -74.0011691773852)"
32366285,01/08/2016 12:36:55 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2966 CODDINGTON AVENUE,CODDINGTON AVENUE,GILLESPIE AVENUE,CROSBY AVENUE,,,ADDRESS,BRONX,,Precinct,Open,01/08/2016 08:36:55 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,10 BRONX,BRONX,1031245,245496,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84037998794826,-73.83015704531616,"(40.84037998794826, -73.83015704531616)"
32363196,01/08/2016 12:33:49 AM,,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10009,121 EAST 3 STREET,EAST 3 STREET,1 AVENUE,AVENUE A,,,ADDRESS,NEW YORK,,Precinct,Assigned,01/08/2016 08:33:49 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:05:53 AM,03 MANHATTAN,MANHATTAN,988025,203092,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72411652743454,-73.98638071692471,"(40.72411652743454, -73.98638071692471)"
32361589,01/08/2016 12:32:01 AM,01/08/2016 03:23:38 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,112-10 14 ROAD,14 ROAD,112 STREET,113 STREET,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,01/08/2016 08:32:01 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 01:23:47 AM,07 QUEENS,QUEENS,1024513,225147,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7845609904292,-73.85460894165769,"(40.7845609904292, -73.85460894165769)"
32359588,01/08/2016 12:30:26 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11220,246 45 STREET,45 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,"The Department of Parks and Recreation usually requires 8 days to inspect this issue and may take up to 45 days to resolve it, if warranted.  Please note your Service Request number for future reference.",,07 BROOKLYN,BROOKLYN,980649,176548,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65125941484399,-74.01297734606734,"(40.65125941484399, -74.01297734606734)"
32365317,01/08/2016 12:30:17 AM,01/08/2016 02:03:26 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11210,1013 EAST 26 STREET,EAST 26 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 08:30:17 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 02:03:26 AM,14 BROOKLYN,BROOKLYN,997979,167276,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.625799849622815,-73.95054206338399,"(40.625799849622815, -73.95054206338399)"
32367133,01/08/2016 12:27:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11418,,,,,129 STREET,HILLSIDE AVENUE,INTERSECTION,Richmond Hill,,N/A,Open,,,,09 QUEENS,QUEENS,1033218,195609,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70344279201291,-73.82339001792977,"(40.70344279201291, -73.82339001792977)"
32361111,01/08/2016 12:24:38 AM,01/08/2016 01:31:12 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10310,,,,,HENDERSON AVENUE,DAVIS AVENUE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,01/08/2016 08:24:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 01:31:13 AM,01 STATEN ISLAND,STATEN ISLAND,953848,171731,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63798634408235,-74.10954148859899,"(40.63798634408235, -74.10954148859899)"
32362705,01/08/2016 12:23:22 AM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11106,31-76 36 STREET,36 STREET,31 AVENUE,BROADWAY,,,ADDRESS,ASTORIA,,N/A,Open,01/18/2016 12:23:22 AM,Your complaint has been submitted to the New York City Economic Development Corporation for further investigation. Status will be available in 10 business days.,,01 QUEENS,QUEENS,1006142,216404,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76062834936194,-73.92097567598252,"(40.76062834936194, -73.92097567598252)"
32365092,01/08/2016 12:22:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,CONEY ISL BEACH BOARDWALK,CONEY ISL BEACH BOARDWALK,37 ST W,CORBIN PL,,,BLOCKFACE,,,N/A,Open,,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32367004,01/08/2016 12:21:50 AM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11106,31-30 34 STREET,34 STREET,31 AVENUE,BROADWAY,,,ADDRESS,ASTORIA,,N/A,Open,01/18/2016 12:21:50 AM,Your complaint has been submitted to the New York City Economic Development Corporation for further investigation. Status will be available in 10 business days.,,01 QUEENS,QUEENS,1005917,217031,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76234985686411,-73.92178584511196,"(40.76234985686411, -73.92178584511196)"
32361261,01/08/2016 12:21:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10019,850 10 AVENUE,10 AVENUE,55 ST W,56 ST W,,,ADDRESS,NEW YORK,,N/A,Open,,,,04 MANHATTAN,MANHATTAN,987267,219205,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76834296018695,-73.9891081686781,"(40.76834296018695, -73.9891081686781)"
32360571,01/08/2016 12:20:56 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11413,134-52 231 STREET,231 STREET,MERRICK BOULEVARD,135 AVENUE,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Assigned,01/08/2016 08:20:56 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:29:05 AM,13 QUEENS,QUEENS,1056601,185175,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67464369392317,-73.73916840910199,"(40.67464369392317, -73.73916840910199)"
32364926,01/08/2016 12:20:48 AM,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Removal,Street,11105,21-51 31 STREET,31 STREET,21 AVENUE,DITMARS BOULEVARD,,,ADDRESS,ASTORIA,,N/A,Open,01/16/2016 12:20:48 AM,The Department of Parks and Recreation usually requires 8 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,1009290,222382,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.777028041729416,-73.90958996508199,"(40.777028041729416, -73.90958996508199)"
32364273,01/08/2016 12:19:15 AM,01/08/2016 03:18:21 AM,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,11205,562 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 08:19:15 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 12:34:06 AM,03 BROOKLYN,BROOKLYN,997361,190560,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68971024143896,-73.95272310228043,"(40.68971024143896, -73.95272310228043)"
32364340,01/08/2016 12:18:18 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,53-15 70 STREET,70 STREET,53 AVENUE,53 ROAD,,,ADDRESS,MASPETH,,Precinct,Assigned,01/08/2016 08:18:18 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 12:24:36 AM,05 QUEENS,QUEENS,1013677,205523,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.730740885237545,-73.8938239521608,"(40.730740885237545, -73.8938239521608)"
32361032,01/08/2016 12:15:30 AM,01/08/2016 02:45:43 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,72-22 72 PLACE,72 PLACE,COOPER AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/08/2016 08:15:30 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 12:24:37 AM,05 QUEENS,QUEENS,1018174,195405,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70295332385739,-73.87764926214754,"(40.70295332385739, -73.87764926214754)"
32364315,01/08/2016 12:14:22 AM,01/08/2016 12:26:42 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,567 WEST 149 STREET,WEST 149 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 08:14:22 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 12:26:42 AM,09 MANHATTAN,MANHATTAN,998794,241127,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.828501416694415,-73.94744646141527,"(40.828501416694415, -73.94744646141527)"
32365334,01/08/2016 12:14:00 AM,01/08/2016 12:00:00 PM,DSNY,Queens East 12,Derelict Vehicles,14 Derelict Vehicles,Street,11436,,,,,120 AVENUE,143 STREET,INTERSECTION,Jamaica,,N/A,Pending,,,01/08/2016 12:14:00 AM,12 QUEENS,QUEENS,1040579,185805,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67648934464722,-73.7969235983307,"(40.67648934464722, -73.7969235983307)"
32366694,01/08/2016 12:13:20 AM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10033,552 WEST 184 STREET,WEST 184 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,02/14/2016 12:13:20 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,1003212,249209,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.850675768337034,-73.93145953995283,"(40.850675768337034, -73.93145953995283)"
32359587,01/08/2016 12:10:39 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,1579 81 STREET,81 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 08:10:39 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:31:15 AM,11 BROOKLYN,BROOKLYN,982863,162722,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61331059660409,-74.00499565302604,"(40.61331059660409, -74.00499565302604)"
32364296,01/08/2016 12:09:49 AM,,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11354,139-19 31 ROAD,31 ROAD,139 STREET,140 STREET,,,ADDRESS,FLUSHING,,Precinct,Assigned,01/08/2016 08:09:49 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:21:38 AM,07 QUEENS,QUEENS,1031660,220116,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77071679884566,-73.82883644124531,"(40.77071679884566, -73.82883644124531)"
32359018,01/08/2016 12:09:27 AM,01/08/2016 03:24:42 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10462,1838 HUNT AVENUE,HUNT AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/08/2016 08:09:27 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 12:33:04 AM,11 BRONX,BRONX,1021456,247655,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.846352472805606,-73.86552307987617,"(40.846352472805606, -73.86552307987617)"
32359989,01/08/2016 12:09:18 AM,01/08/2016 01:58:54 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1114 41 STREET,41 STREET,FT HAMILTON PARKWAY,12 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 08:09:18 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 01:58:54 AM,12 BROOKLYN,BROOKLYN,986645,173122,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64185619334428,-73.99137007392436,"(40.64185619334428, -73.99137007392436)"
